#	core	next	experiment
1	375.8860352663162	386.0837709200842	3449.5904898200947
2	671.5125280468532	732.3194491390728	6002.796014514901
4	873.8375154844184	1114.5033480133716	7518.3645881898765
8	1902.827248509455	1961.2742307855126	9008.76267733341
16	3242.2557274160663	3788.007561879893	9712.15452249938
32	4460.807709369813	4776.900575427455	9518.298712219797
64	4842.549167632877	6177.271335939446	8149.888641864178
128	5610.383816035201	8387.208067546231	11451.841243944018
256	7965.498480043685	10171.023964196576	11322.808298231463
512	8752.691173142155	10555.961523486938	10886.305373097672
1024	8291.299584553764	10397.918269744738	10173.033472270447
2048	6960.34310153477	9541.58420832196	11760.686336273558
4096	6658.475367257973	7617.493669979604	10975.72805999572
8192	8107.953958605829	7406.704878018671	11775.024126977121
16384	9836.964944979007	6844.491888820462	12116.6233369839
32768	8755.593247569857	6425.775221947077	11079.513362239131
65536	9211.734354465523	4132.8997276731325	11300.907558060417
131072	7548.724276532916	7725.3616768152215	12569.36201507525
262144	9079.972580905556	7267.844408908471	10442.352797725905
524288	9100.405864231501	4670.876181474387	11345.055536971351
1048576	8965.01193554987	4456.844956662933	11820.691650717727
